anio,date,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR
2024,2024-10-16 09:00:00,1.64,17.0,16.3,33.2,12.0,81.0,,712.2,0.0,71.0,3.4,0.104,20.49,6.3,24.0
2024,2024-10-16 10:00:00,1.68,17.5,15.6,33.0,18.0,59.0,,712.4,0.0,64.0,3.5,0.423,22.49,3.7,350.0
2024,2024-10-16 11:00:00,1.8,17.7,18.6,36.2,23.0,64.0,,712.4,0.0,56.0,3.7,0.564,24.85,5.7,28.0
2024,2024-10-16 12:00:00,1.71,11.8,16.6,28.4,37.0,95.0,,712.4,0.0,49.0,3.8,0.663,26.62,11.2,43.0
2024,2024-10-16 13:00:00,1.62,9.1,11.7,20.8,37.0,100.0,,712.1,0.0,46.0,4.1,0.27,26.1,16.7,47.0
2024,2024-10-16 14:00:00,,8.7,8.6,17.2,38.0,227.0,,711.5,0.0,32.0,4.0,0.452,26.99,16.4,66.0
2024,2024-10-16 15:00:00,,9.1,8.7,17.7,39.0,121.0,,710.9,0.0,32.0,3.3,0.594,27.79,18.1,78.0
2024,2024-10-16 16:00:00,,9.2,9.0,18.1,34.0,81.0,,710.8,0.0,40.0,3.3,0.295,26.91,15.4,62.0
2024,2024-10-16 17:00:00,,8.9,10.8,19.6,33.0,62.0,,710.7,0.0,45.0,3.3,0.063,25.42,13.8,60.0
2024,2024-10-16 18:00:00,,8.7,13.2,21.8,33.0,57.0,,710.7,0.0,48.0,3.3,0.022,24.79,13.4,68.0
2024,2024-10-16 19:00:00,,8.4,13.5,21.9,30.0,42.0,,711.0,0.0,61.0,3.3,0.0,22.69,11.8,64.0
2024,2024-10-16 20:00:00,,9.0,17.6,26.6,21.0,62.0,,711.4,0.0,66.0,3.2,0.0,21.24,9.5,42.0
2024,2024-10-16 21:00:00,,9.0,11.2,20.1,30.0,30.0,,711.9,0.0,67.0,3.1,0.0,21.58,13.8,60.0
2024,2024-10-16 22:00:00,,9.0,13.5,22.4,26.0,35.0,,712.3,0.0,74.0,3.1,0.0,20.79,13.1,67.0
2024,2024-10-16 23:00:00,,8.6,9.9,18.4,27.0,30.0,,712.4,0.0,81.0,3.0,0.0,19.43,14.0,55.0
2024,2024-10-17 00:00:00,,8.2,9.2,17.3,32.0,22.0,,712.6,0.0,85.0,3.0,0.0,18.46,14.6,57.0
2024,2024-10-17 01:00:00,,8.4,11.6,19.9,24.0,9.0,,712.3,0.0,85.0,3.4,0.0,18.62,12.7,60.0
2024,2024-10-17 02:00:00,,8.7,8.7,17.3,30.0,17.0,,712.0,0.0,84.0,3.5,0.0,18.23,12.4,50.0
2024,2024-10-17 03:00:00,,8.9,10.1,18.9,28.0,18.0,,711.5,0.0,84.0,3.3,0.0,18.46,9.5,55.0
2024,2024-10-17 04:00:00,,8.1,8.0,16.1,28.0,25.0,,711.1,0.0,85.0,3.2,0.0,18.64,12.9,45.0
2024,2024-10-17 05:00:00,,7.8,7.4,15.1,30.0,16.0,,711.1,0.0,86.0,3.1,0.0,18.33,10.8,56.0
2024,2024-10-17 06:00:00,,8.8,11.0,19.6,25.0,20.0,,711.4,0.0,87.0,3.1,0.0,18.4,10.9,55.0
2024,2024-10-17 07:00:00,,8.7,10.0,18.6,29.0,25.0,,711.5,0.0,85.0,3.0,0.0,18.57,11.6,56.0
2024,2024-10-17 08:00:00,,9.6,14.7,24.2,20.0,20.0,,711.9,0.0,79.0,3.0,0.009,18.58,12.0,36.0
2024,2024-10-17 09:00:00,,10.3,15.4,25.7,20.0,28.0,,712.4,0.0,79.0,3.1,0.024,18.58,12.2,30.0
2024,2024-10-17 10:00:00,,11.7,17.8,29.4,19.0,26.0,,712.6,0.0,79.0,3.1,0.115,19.11,9.6,40.0
2024,2024-10-17 11:00:00,,11.1,12.0,23.1,27.0,26.0,,712.3,0.0,76.0,3.1,0.265,20.37,13.0,63.0
2024,2024-10-17 12:00:00,,11.0,9.6,20.5,31.0,20.0,,711.9,0.0,69.0,3.1,0.284,21.54,13.0,60.0
2024,2024-10-17 13:00:00,,12.1,10.7,22.7,34.0,,,711.3,0.0,67.0,3.1,0.168,21.92,12.6,51.0
2024,2024-10-17 14:00:00,,11.6,13.0,24.6,29.0,46.0,,710.4,0.0,71.0,3.1,0.098,21.29,15.6,33.0
2024,2024-10-17 15:00:00,,12.0,15.0,26.9,24.0,35.0,,709.9,0.0,73.0,3.0,0.076,20.98,14.7,33.0
2024,2024-10-17 16:00:00,,11.9,17.3,29.2,20.0,32.0,,709.7,0.0,77.0,3.0,0.018,20.23,12.6,34.0
2024,2024-10-17 17:00:00,,10.9,14.4,25.3,24.0,31.0,,709.8,0.0,78.0,3.0,0.033,20.08,11.9,49.0
2024,2024-10-17 18:00:00,,10.5,14.1,24.6,24.0,23.0,,710.0,0.0,76.0,3.0,0.012,20.32,12.8,61.0
2024,2024-10-17 19:00:00,,10.2,14.2,24.4,26.0,23.0,,710.2,0.0,76.0,2.9,0.0,19.73,18.1,73.0
2024,2024-10-17 20:00:00,,9.9,13.3,23.1,27.0,26.0,,710.5,0.0,77.0,2.9,0.0,19.2,15.6,70.0
2024,2024-10-17 21:00:00,,10.0,11.1,20.9,28.0,20.0,,711.0,0.0,81.0,2.9,0.0,18.86,13.8,56.0
2024,2024-10-17 22:00:00,,9.4,9.3,18.7,31.0,24.0,,711.1,0.0,84.0,2.9,0.0,18.63,15.7,59.0
2024,2024-10-17 23:00:00,,9.7,8.9,18.5,30.0,15.0,,711.1,0.0,81.0,2.9,0.0,18.63,13.8,52.0
2024,2024-10-18 00:00:00,,11.0,9.4,20.3,28.0,20.0,,710.7,0.0,78.0,3.0,0.0,18.66,12.3,39.0
2024,2024-10-18 01:00:00,,11.0,10.0,20.9,27.0,13.0,,710.5,0.0,78.0,2.8,0.0,18.62,13.2,26.0
2024,2024-10-18 02:00:00,,11.3,8.8,20.0,27.0,12.0,,710.1,0.0,78.0,2.9,0.0,18.77,12.4,26.0
2024,2024-10-18 03:00:00,,11.4,8.4,19.8,25.0,12.0,,709.7,0.0,78.0,3.4,0.0,18.9,10.2,35.0
2024,2024-10-18 04:00:00,,11.1,8.7,19.8,23.0,24.0,,709.5,0.0,78.0,3.2,0.0,18.83,9.3,32.0
2024,2024-10-18 05:00:00,,10.9,10.3,21.0,20.0,17.0,,709.6,0.0,83.0,3.1,0.0,18.69,8.5,26.0
2024,2024-10-18 06:00:00,,11.1,12.1,23.1,18.0,17.0,,709.9,0.0,83.0,3.1,0.0,18.62,8.4,30.0
2024,2024-10-18 07:00:00,,11.1,14.5,25.5,16.0,28.0,,710.2,0.0,85.0,3.3,0.0,18.6,7.3,45.0
2024,2024-10-18 08:00:00,,12.3,18.7,31.0,12.0,27.0,,710.7,0.0,87.0,3.2,0.002,18.5,8.4,38.0
2024,2024-10-18 09:00:00,,13.1,19.3,32.4,12.0,25.0,,711.3,0.0,88.0,3.0,0.021,18.58,8.2,35.0
2024,2024-10-18 10:00:00,,14.5,20.5,35.0,11.0,23.0,,711.7,0.0,88.0,3.3,0.042,18.78,7.5,43.0
2024,2024-10-18 11:00:00,,13.9,16.8,30.6,16.0,32.0,,711.8,0.0,84.0,3.2,0.105,19.08,7.2,55.0
2024,2024-10-18 12:00:00,,14.0,15.4,29.4,18.0,35.0,,711.8,0.0,81.0,3.2,0.163,19.53,8.7,31.0
2024,2024-10-18 13:00:00,,13.8,14.3,28.0,22.0,40.0,,711.4,0.0,78.0,3.0,0.205,20.35,9.0,29.0
2024,2024-10-18 14:00:00,,13.4,13.9,27.2,22.0,31.0,,710.8,0.0,75.0,3.1,0.196,21.22,9.9,33.0
2024,2024-10-18 15:00:00,,13.6,14.5,28.0,20.0,36.0,,710.4,0.0,77.0,3.1,0.193,20.86,13.4,27.0
2024,2024-10-18 16:00:00,,12.5,15.0,27.5,19.0,25.0,,710.4,0.0,77.0,3.0,0.077,20.75,13.5,23.0
2024,2024-10-18 17:00:00,,11.8,13.8,25.6,20.0,29.0,,710.5,0.0,75.0,3.0,0.08,21.24,10.0,39.0
2024,2024-10-18 18:00:00,,11.9,20.3,32.2,14.0,33.0,,710.5,0.0,76.0,3.1,0.015,21.25,13.7,27.0
2024,2024-10-18 19:00:00,,11.7,23.0,34.6,9.0,43.0,,710.7,0.0,77.0,3.1,0.0,20.8,13.1,24.0
2024,2024-10-18 20:00:00,,11.8,20.8,32.5,10.0,28.0,,711.0,0.0,79.0,3.1,0.0,20.48,11.5,45.0
2024,2024-10-18 21:00:00,,11.2,14.4,25.6,18.0,34.0,,711.5,0.0,77.0,2.9,0.0,20.53,11.4,61.0
2024,2024-10-18 22:00:00,,10.9,11.2,22.0,22.0,36.0,,712.0,0.0,83.0,3.0,0.0,20.11,12.7,63.0
2024,2024-10-18 23:00:00,,10.6,9.7,20.1,23.0,24.0,,712.3,0.0,85.0,3.0,0.0,19.86,12.0,55.0
2024,2024-10-19 00:00:00,,10.8,10.8,21.4,19.0,25.0,,712.0,0.0,82.0,3.1,0.0,19.78,13.2,36.0
2024,2024-10-19 01:00:00,,10.6,9.7,20.1,20.0,32.0,,711.7,0.0,81.0,3.0,0.0,19.74,11.3,40.0
2024,2024-10-19 02:00:00,,10.5,7.9,18.4,23.0,15.0,,711.5,0.0,86.0,2.9,0.0,19.84,11.7,58.0
2024,2024-10-19 03:00:00,,10.4,8.4,18.7,21.0,12.0,,711.2,0.0,83.0,2.9,0.0,19.87,10.1,45.0
2024,2024-10-19 04:00:00,,10.3,6.9,17.2,24.0,17.0,,711.0,0.0,79.0,2.9,0.0,20.03,10.6,45.0
2024,2024-10-19 05:00:00,,10.4,6.8,17.1,24.0,26.0,,711.1,0.0,78.0,2.9,0.0,20.12,10.7,47.0
2024,2024-10-19 06:00:00,,10.1,8.0,18.1,22.0,16.0,,711.5,0.0,78.0,2.9,0.0,20.05,10.7,45.0
2024,2024-10-19 07:00:00,,10.4,8.4,18.7,21.0,22.0,,711.9,0.0,86.0,2.8,0.0,19.67,10.1,49.0
2024,2024-10-19 08:00:00,,10.5,10.5,21.0,19.0,24.0,,712.5,0.0,84.0,2.9,0.005,19.59,10.0,44.0
2024,2024-10-19 09:00:00,,11.4,13.9,25.2,16.0,22.0,,713.3,0.0,81.0,2.9,0.029,19.78,9.8,41.0
2024,2024-10-19 10:00:00,,12.2,15.4,27.5,15.0,15.0,,713.9,0.0,80.0,2.8,0.042,19.91,12.8,27.0
2024,2024-10-19 11:00:00,,12.8,14.7,27.4,15.0,25.0,,714.1,0.0,80.0,2.8,0.069,20.05,13.9,29.0
2024,2024-10-19 12:00:00,,12.3,14.1,26.4,17.0,25.0,,714.0,0.0,79.0,2.7,0.059,20.36,11.9,43.0
2024,2024-10-19 13:00:00,,11.7,14.0,25.6,19.0,125.0,,713.6,0.0,78.0,2.8,0.051,20.91,12.1,40.0
2024,2024-10-19 14:00:00,,12.0,16.3,28.2,17.0,39.0,,713.1,0.0,77.0,2.7,0.052,20.95,12.3,33.0
2024,2024-10-19 15:00:00,,12.1,15.9,27.9,15.0,33.0,,712.8,0.0,77.0,2.8,0.046,21.1,12.2,37.0
2024,2024-10-19 16:00:00,,13.8,19.2,33.0,11.0,22.0,,712.6,0.0,78.0,2.9,0.035,21.24,10.6,55.0
2024,2024-10-19 17:00:00,,15.1,20.0,35.0,12.0,36.0,,712.6,0.0,80.0,2.8,0.069,21.32,10.8,72.0
2024,2024-10-19 18:00:00,,12.2,15.2,27.4,18.0,25.0,,712.8,0.0,73.0,2.8,0.03,22.33,12.7,66.0
2024,2024-10-19 19:00:00,,12.5,20.7,33.2,9.0,30.0,,713.1,0.0,75.0,2.8,0.0,21.7,9.1,47.0
2024,2024-10-19 20:00:00,,12.7,20.8,33.5,7.0,36.0,,713.6,0.0,75.0,2.8,0.0,21.49,11.2,35.0
2024,2024-10-19 21:00:00,,13.0,21.5,34.5,5.0,61.0,,713.7,0.0,77.0,2.9,0.0,21.26,12.9,30.0
2024,2024-10-19 22:00:00,,11.5,16.6,28.1,11.0,56.0,,713.9,0.0,76.0,2.8,0.0,21.27,13.0,30.0
2024,2024-10-19 23:00:00,,11.1,15.7,26.7,13.0,37.0,,713.9,0.0,74.0,2.8,0.0,21.56,13.7,28.0
2024,2024-10-20 00:00:00,,11.2,16.9,28.1,11.0,39.0,,713.8,0.0,74.0,2.8,0.0,21.34,14.1,26.0
2024,2024-10-20 01:00:00,,11.4,13.9,25.2,11.0,40.0,,713.7,0.0,78.0,2.7,0.0,20.66,11.7,29.0
2024,2024-10-20 02:00:00,,11.0,10.3,21.3,14.0,31.0,,713.7,0.0,78.0,2.7,0.0,20.74,10.0,35.0
2024,2024-10-20 03:00:00,,10.7,9.7,20.3,16.0,24.0,,713.7,0.0,79.0,2.8,0.0,20.52,13.1,20.0
2024,2024-10-20 04:00:00,,10.4,9.3,19.6,17.0,26.0,,713.6,0.0,80.0,2.8,0.0,20.15,11.6,28.0
2024,2024-10-20 05:00:00,,10.5,7.9,18.3,18.0,26.0,,713.5,0.0,80.0,2.9,0.0,20.06,11.2,26.0
2024,2024-10-20 06:00:00,,10.5,7.5,17.9,18.0,27.0,,713.7,0.0,81.0,2.8,0.0,19.91,13.2,18.0
2024,2024-10-20 07:00:00,,10.4,8.7,18.9,16.0,22.0,,714.1,0.0,81.0,2.8,0.0,19.79,11.1,29.0
2024,2024-10-20 08:00:00,,10.5,8.5,18.9,19.0,23.0,,714.5,0.0,84.0,2.9,0.01,19.81,11.0,29.0
2024,2024-10-20 09:00:00,,10.9,8.6,19.4,20.0,26.0,,715.1,0.0,83.0,2.8,0.062,19.95,12.0,27.0
2024,2024-10-20 10:00:00,,11.5,9.6,21.0,22.0,15.0,,715.3,0.0,79.0,2.8,0.18,21.2,10.6,35.0
2024,2024-10-20 11:00:00,,10.8,8.5,19.2,30.0,24.0,,715.2,0.0,69.0,2.9,0.236,22.57,11.1,37.0
2024,2024-10-20 12:00:00,,10.1,8.0,18.0,37.0,38.0,,715.0,0.0,62.0,3.0,0.333,23.91,10.9,45.0
2024,2024-10-20 13:00:00,,9.8,7.4,17.1,36.0,36.0,,714.3,0.0,57.0,4.2,0.356,24.77,11.7,53.0
2024,2024-10-20 14:00:00,,9.8,7.4,17.1,37.0,31.0,,713.5,0.0,52.0,4.5,0.448,26.07,13.3,66.0
2024,2024-10-20 15:00:00,,9.7,7.9,17.5,34.0,26.0,,713.2,0.0,64.0,4.0,0.251,24.62,14.0,41.0
2024,2024-10-20 16:00:00,,9.5,7.8,17.1,30.0,36.0,,713.0,0.0,68.0,3.5,0.101,23.67,15.5,39.0
2024,2024-10-20 17:00:00,,9.7,8.9,18.6,26.0,28.0,,713.1,0.0,70.0,4.1,0.086,23.05,13.3,48.0
2024,2024-10-20 18:00:00,,9.6,10.9,20.4,22.0,28.0,,713.3,0.0,73.0,4.3,0.005,22.09,11.2,40.0
2024,2024-10-20 19:00:00,,9.7,9.6,19.3,22.0,27.0,,713.3,0.0,76.0,3.7,0.0,21.43,12.3,24.0
2024,2024-10-20 20:00:00,,9.9,10.0,19.8,21.0,23.0,,713.6,0.0,76.0,3.3,0.0,21.51,13.1,28.0
2024,2024-10-20 21:00:00,,10.3,11.2,21.3,16.0,16.0,,713.8,0.0,80.0,3.1,0.0,20.88,12.8,23.0
2024,2024-10-20 22:00:00,,10.5,9.5,19.9,18.0,28.0,,713.8,0.0,79.0,3.0,0.0,20.76,12.2,25.0
2024,2024-10-20 23:00:00,,10.4,9.0,19.4,17.0,28.0,,713.8,0.0,79.0,2.9,0.0,20.8,12.4,30.0
2024,2024-10-21 00:00:00,,10.3,9.4,19.6,18.0,23.0,,713.6,0.0,80.0,2.8,0.0,20.64,10.6,28.0
2024,2024-10-21 01:00:00,,10.2,9.4,19.5,18.0,15.0,,713.0,0.0,81.0,2.9,0.0,20.32,11.8,29.0
2024,2024-10-21 02:00:00,,10.2,7.5,17.6,21.0,18.0,,712.8,0.0,85.0,2.9,0.0,20.16,11.9,29.0
2024,2024-10-21 03:00:00,,10.0,6.2,16.1,23.0,12.0,,712.6,0.0,85.0,2.7,0.0,20.03,8.3,53.0
2024,2024-10-21 04:00:00,,10.1,6.8,16.8,22.0,15.0,,712.2,0.0,89.0,2.8,0.0,19.87,11.1,26.0
2024,2024-10-21 05:00:00,,9.9,6.9,16.7,23.0,10.0,,712.2,0.0,89.0,2.8,0.0,19.73,10.7,35.0
2024,2024-10-21 06:00:00,,10.4,10.2,20.6,18.0,8.0,,712.3,0.0,89.0,2.9,0.0,19.7,8.6,33.0
2024,2024-10-21 07:00:00,,10.9,12.6,23.5,15.0,15.0,,712.4,0.0,89.0,2.9,0.0,19.85,9.0,39.0
2024,2024-10-21 08:00:00,,11.4,14.6,26.0,15.0,16.0,,712.9,0.0,89.0,2.9,0.016,19.96,8.2,41.0
2024,2024-10-21 09:00:00,,12.5,15.2,27.7,15.0,20.0,,713.3,0.0,88.0,2.9,0.063,20.07,9.6,27.0
2024,2024-10-21 10:00:00,,13.1,14.6,27.5,16.0,20.0,,713.5,0.0,83.0,2.9,0.105,20.4,10.0,32.0
2024,2024-10-21 11:00:00,,14.6,13.2,27.7,17.0,,,713.3,0.0,85.0,2.8,0.131,20.63,8.5,32.0
2024,2024-10-21 12:00:00,,13.6,10.8,24.4,21.0,31.0,,712.9,0.0,81.0,2.8,0.251,21.54,12.3,21.0
2024,2024-10-21 13:00:00,,14.1,12.3,26.3,20.0,16.0,,712.4,0.0,78.0,2.8,0.213,21.66,12.4,28.0
2024,2024-10-21 14:00:00,,12.8,11.2,24.0,24.0,21.0,,711.7,0.0,75.0,2.8,0.175,22.12,10.6,21.0
2024,2024-10-21 15:00:00,,12.0,12.1,24.0,23.0,30.0,,711.1,0.0,72.0,2.8,0.077,22.73,10.1,43.0
2024,2024-10-21 16:00:00,,12.5,13.7,26.1,20.0,40.0,,711.0,0.0,69.0,2.9,0.085,23.14,9.9,66.0
2024,2024-10-21 17:00:00,,12.4,14.0,26.3,18.0,35.0,,711.0,0.0,68.0,2.9,0.076,23.18,10.6,68.0
2024,2024-10-21 18:00:00,,12.3,16.6,28.9,14.0,35.0,,711.0,0.0,70.0,3.0,0.014,22.75,8.6,54.0
2024,2024-10-21 19:00:00,,12.4,17.8,30.1,11.0,51.0,,711.1,0.0,73.0,3.1,0.0,22.27,8.8,41.0
2024,2024-10-21 20:00:00,,13.2,21.3,34.5,6.0,44.0,,711.3,0.0,74.0,3.2,0.0,22.17,7.9,48.0
2024,2024-10-21 21:00:00,,12.7,16.5,29.2,10.0,51.0,,711.5,0.0,75.0,3.1,0.0,22.06,8.3,36.0
2024,2024-10-21 22:00:00,,12.5,13.0,25.4,14.0,47.0,,711.6,0.0,74.0,3.0,0.0,22.26,8.6,33.0
2024,2024-10-21 23:00:00,,12.6,14.5,27.1,12.0,29.0,,711.5,0.0,74.0,3.2,0.0,21.9,5.9,62.0
2024,2024-10-22 00:00:00,,34.3,22.4,56.7,3.0,49.0,,711.4,0.0,76.0,3.3,0.0,21.43,6.4,112.0
2024,2024-10-22 01:00:00,,14.8,11.1,25.8,14.0,74.0,,711.2,0.0,73.0,3.1,0.0,21.35,6.8,44.0
2024,2024-10-22 02:00:00,,11.9,11.1,22.9,17.0,41.0,,711.0,0.0,69.0,3.0,0.0,22.14,9.0,25.0
2024,2024-10-22 03:00:00,,11.5,14.4,25.8,12.0,27.0,,710.7,0.0,73.0,2.9,0.0,21.66,7.9,26.0
2024,2024-10-22 04:00:00,,14.0,19.1,33.0,5.0,31.0,,710.5,0.0,77.0,3.0,0.0,21.17,9.0,24.0
2024,2024-10-22 05:00:00,,12.8,15.1,27.9,6.0,40.0,,710.5,0.0,79.0,2.9,0.0,20.71,7.5,22.0
2024,2024-10-22 06:00:00,,13.1,13.2,26.2,7.0,33.0,,710.6,0.0,79.0,3.0,0.0,20.67,6.5,31.0
2024,2024-10-22 07:00:00,,14.2,15.3,29.4,4.0,38.0,,710.9,0.0,80.0,2.9,0.0,20.56,5.2,43.0
2024,2024-10-22 08:00:00,,15.3,14.4,29.6,5.0,48.0,,711.2,0.0,80.0,3.0,0.019,20.75,6.2,31.0
2024,2024-10-22 09:00:00,,15.8,14.7,30.4,10.0,51.0,,711.9,0.0,78.0,2.9,0.062,21.06,9.1,27.0
2024,2024-10-22 10:00:00,,19.4,18.4,37.8,6.0,41.0,,712.4,0.0,77.0,3.0,0.063,21.29,9.4,22.0
2024,2024-10-22 11:00:00,,14.8,13.7,28.3,12.0,66.0,,712.5,0.0,75.0,2.9,0.097,21.91,7.1,38.0
2024,2024-10-22 12:00:00,,14.2,13.2,27.3,16.0,43.0,,712.3,0.0,71.0,2.9,0.147,22.72,7.8,32.0
2024,2024-10-22 13:00:00,,13.6,12.7,26.2,22.0,57.0,,711.8,0.0,68.0,2.9,0.238,23.68,9.3,31.0
2024,2024-10-22 14:00:00,,12.8,12.3,25.0,23.0,51.0,,711.3,0.0,66.0,2.9,0.224,24.03,9.7,18.0
2024,2024-10-22 15:00:00,,12.4,11.5,23.8,26.0,55.0,,710.9,0.0,62.0,2.9,0.311,24.98,11.2,19.0
2024,2024-10-22 16:00:00,,11.1,10.3,21.4,30.0,45.0,,710.6,0.0,58.0,2.9,0.27,25.72,9.8,34.0
2024,2024-10-22 17:00:00,,11.1,12.9,24.0,22.0,39.0,,710.6,0.0,60.0,3.0,0.102,25.41,8.4,42.0
2024,2024-10-22 18:00:00,,12.0,17.9,29.8,15.0,51.0,,710.7,0.0,65.0,3.1,0.035,24.58,10.3,29.0
2024,2024-10-22 19:00:00,,12.1,20.0,32.1,7.0,64.0,,711.0,0.0,71.0,3.0,0.0,23.48,10.5,23.0
2024,2024-10-22 20:00:00,,13.3,18.6,31.9,7.0,60.0,,711.4,0.0,72.0,3.0,0.0,22.87,10.9,16.0
2024,2024-10-22 21:00:00,,13.0,19.4,32.3,6.0,46.0,,711.7,0.0,70.0,2.9,0.0,22.92,10.0,15.0
2024,2024-10-22 22:00:00,,12.5,17.7,30.1,8.0,45.0,,712.1,0.0,70.0,2.9,0.0,22.83,8.6,29.0
2024,2024-10-22 23:00:00,,11.7,14.5,26.1,10.0,44.0,,712.0,0.0,70.0,2.9,0.0,22.62,7.4,26.0
2024,2024-10-23 00:00:00,,11.1,13.3,24.4,10.0,36.0,,711.8,0.0,71.0,3.0,0.0,22.22,4.7,53.0
2024,2024-10-23 01:00:00,,12.3,14.1,26.4,9.0,45.0,,711.5,0.0,73.0,2.9,0.0,21.97,4.5,62.0
2024,2024-10-23 02:00:00,,20.4,20.4,40.8,3.0,51.0,,711.2,0.0,75.0,3.2,0.0,21.49,3.6,72.0
2024,2024-10-23 03:00:00,,26.7,20.0,46.8,3.0,71.0,,711.0,0.0,76.0,3.5,0.0,21.06,3.2,76.0
2024,2024-10-23 04:00:00,,21.0,18.0,39.1,2.0,87.0,,710.9,0.0,78.0,3.3,0.0,20.58,4.7,37.0
2024,2024-10-23 05:00:00,,19.1,17.2,36.3,3.0,62.0,,710.9,0.0,80.0,3.3,0.0,20.29,3.4,42.0
2024,2024-10-23 06:00:00,,28.4,16.4,44.8,2.0,72.0,,711.1,0.0,81.0,3.7,0.0,20.09,3.3,334.0
2024,2024-10-23 07:00:00,,59.1,16.1,75.2,2.0,88.0,,711.5,0.0,82.0,3.7,0.0,19.97,3.9,256.0
2024,2024-10-23 08:00:00,,78.8,16.2,95.1,3.0,102.0,,711.9,0.0,87.0,3.7,0.014,19.88,4.3,228.0
2024,2024-10-23 09:00:00,,36.8,15.3,52.2,6.0,53.0,,712.6,0.0,84.0,3.4,0.049,20.15,3.6,22.0
2024,2024-10-23 10:00:00,,17.9,12.1,30.0,12.0,56.0,,713.0,0.0,81.0,3.2,0.183,21.37,5.0,44.0
2024,2024-10-23 11:00:00,,16.2,10.2,26.4,19.0,48.0,,713.0,0.0,66.0,3.4,0.464,24.15,5.5,40.0
2024,2024-10-23 12:00:00,,17.2,13.9,31.1,22.0,49.0,,712.7,0.0,61.0,4.0,0.586,25.61,8.7,44.0
2024,2024-10-23 13:00:00,,14.1,14.6,28.6,33.0,67.0,,712.1,0.0,53.0,3.9,0.538,26.9,8.9,70.0
2024,2024-10-23 14:00:00,,13.2,15.4,28.6,45.0,43.0,,711.5,0.0,51.0,3.8,0.506,27.3,9.9,58.0
2024,2024-10-23 15:00:00,,10.3,12.0,22.2,49.0,,,711.0,0.0,51.0,3.8,0.36,27.2,10.4,38.0
2024,2024-10-23 16:00:00,,9.7,11.3,20.9,47.0,68.0,,710.7,0.0,50.0,7.8,0.279,27.18,10.8,37.0
2024,2024-10-23 17:00:00,,12.0,11.3,23.2,39.0,77.0,,710.6,0.0,50.0,9.2,0.291,27.74,11.4,68.0
2024,2024-10-23 18:00:00,,11.3,14.5,25.7,23.0,53.0,,710.6,0.0,55.0,4.8,0.058,26.0,12.2,82.0
2024,2024-10-23 19:00:00,,11.5,18.5,30.0,12.0,44.0,,710.8,0.0,62.0,3.9,0.0,24.33,9.4,62.0
2024,2024-10-23 20:00:00,,14.0,20.4,34.4,7.0,51.0,,711.1,0.0,66.0,3.5,0.0,23.44,9.3,22.0
2024,2024-10-23 21:00:00,,19.3,22.7,42.1,4.0,74.0,,711.4,0.0,69.0,3.4,0.0,22.89,9.0,22.0
2024,2024-10-23 22:00:00,,17.9,19.9,37.8,6.0,48.0,,711.5,0.0,69.0,3.3,0.0,22.89,8.5,19.0
2024,2024-10-23 23:00:00,,17.2,18.0,35.1,6.0,41.0,,711.4,0.0,70.0,3.2,0.0,22.47,7.9,27.0
2024,2024-10-24 00:00:00,,16.6,16.8,33.3,7.0,42.0,,711.1,0.0,71.0,3.1,0.0,21.96,6.3,27.0
2024,2024-10-24 01:00:00,,28.9,19.5,48.5,3.0,34.0,,710.6,0.0,73.0,3.2,0.0,21.18,4.2,74.0
2024,2024-10-24 02:00:00,,45.5,19.0,64.6,2.0,73.0,,710.2,0.0,72.0,3.5,0.0,20.92,4.5,205.0
2024,2024-10-24 03:00:00,,57.2,16.9,74.1,2.0,47.0,,710.0,0.0,75.0,3.5,0.0,20.14,3.8,233.0
2024,2024-10-24 04:00:00,,54.7,15.5,70.3,2.0,45.0,,709.8,0.0,77.0,3.4,0.0,19.44,5.0,252.0
2024,2024-10-24 05:00:00,,45.0,12.9,58.0,,64.0,,709.6,0.0,77.0,3.3,0.0,18.62,6.5,232.0
2024,2024-10-24 06:00:00,,66.0,13.2,79.2,3.0,54.0,,709.8,0.0,77.0,3.3,0.0,18.05,5.7,256.0
2024,2024-10-24 07:00:00,,81.7,13.7,95.4,3.0,84.0,,710.0,0.0,77.0,3.4,0.0,17.5,6.1,248.0
2024,2024-10-24 08:00:00,,80.6,15.8,96.5,3.0,106.0,,710.2,0.0,78.0,3.3,0.066,18.04,3.9,294.0
2024,2024-10-24 09:00:00,,68.1,18.3,86.5,4.0,104.0,,710.6,0.0,81.0,3.3,0.216,19.39,3.7,30.0
2024,2024-10-24 10:00:00,,45.5,20.9,66.4,10.0,89.0,,710.7,0.0,67.0,3.2,0.42,23.08,3.9,34.0
2024,2024-10-24 11:00:00,,30.0,20.5,50.6,18.0,89.0,,710.7,0.0,62.0,3.6,0.541,24.62,7.9,51.0
2024,2024-10-24 12:00:00,,18.2,10.8,29.0,31.0,132.0,,710.3,0.0,55.0,4.0,0.63,25.74,9.3,48.0
2024,2024-10-24 13:00:00,,16.9,12.7,29.6,42.0,53.0,,709.6,0.0,48.0,4.2,0.618,26.87,10.0,53.0
2024,2024-10-24 14:00:00,,14.9,16.6,31.5,57.0,63.0,,708.8,0.0,48.0,4.0,0.607,27.48,10.8,61.0
2024,2024-10-24 15:00:00,,13.7,12.5,26.1,56.0,68.0,,708.1,0.0,44.0,3.9,0.566,28.08,10.9,64.0
